id,collection,dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.subject[],dc.title[],dc.title[en_US]
"73a55c8f-013c-408a-9dbb-b1a30d5224b2","108/45",,"ARDE SPEC 477","2021-06-08T06:50:06Z","2016-11-24T06:08:11Z","2021-06-08T06:50:06Z","2016-11-24T06:08:11Z",,"1992","Made available in DSpace on 2016-11-24T06:08:11Z (GMT). No. of bitstreams: 1
ss03018.pdf: 5070799 bytes, checksum: 695dd48694c956b73f1572679b02587e (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:50:06Z (GMT). No. of bitstreams: 1
ss03018.pdf: 5070799 bytes, checksum: 695dd48694c956b73f1572679b02587e (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/442","ARDE/SPECN/477||ardedig","Free swimmers distress signal -specification to govern testing of delay unit assembly",
"73d71952-0223-46da-aa90-d335f5b1bbac","108/45",,"ARDE SPEC 215","2021-06-08T06:48:03Z","2016-11-24T06:08:02Z","2021-06-08T06:48:03Z","2016-11-24T06:08:02Z",,"1978","Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00235.pdf: 466232 bytes, checksum: c8c8aca52cb769319198e9e1370b12c0 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:03Z (GMT). No. of bitstreams: 1
ss00235.pdf: 466232 bytes, checksum: c8c8aca52cb769319198e9e1370b12c0 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/376","ARDE/SPECN/215||ardedig","OPERATIONAL LIMPET MINE MK.2 TOP COVER ASSEMBLY",
"73d92096-a171-4d24-9057-72335de7fd5c","108/45",,"ARDE PS 69","2021-06-08T06:51:24Z","2016-11-24T06:07:08Z","2021-06-08T06:51:24Z","2016-11-24T06:07:08Z",,"1976","Made available in DSpace on 2016-11-24T06:07:08Z (GMT). No. of bitstreams: 1
ss00399.pdf: 8637422 bytes, checksum: 9082021de3b36a9698259fd49bc8bb03 (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-06-08T06:51:24Z (GMT). No. of bitstreams: 1
ss00399.pdf: 8637422 bytes, checksum: 9082021de3b36a9698259fd49bc8bb03 (MD5)
  Previous issue date: 1976","http://localhost:8080/xmlui/handle/108/123444","ardedig","SHELL 76.2MM HE AND PRACTICE EMPTY",
"73f78bf9-4483-4004-95ba-a4cf2af772c4","108/45",,"ARDE SPEC 411","2021-06-08T06:52:39Z","2016-11-24T06:08:03Z","2021-06-08T06:52:39Z","2016-11-24T06:08:03Z",,"1989","Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00069.pdf: 758804 bytes, checksum: e0f0610938445f856c83b7919185a3d5 (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-06-08T06:52:39Z (GMT). No. of bitstreams: 1
ss00069.pdf: 758804 bytes, checksum: e0f0610938445f856c83b7919185a3d5 (MD5)
  Previous issue date: 1989","http://localhost:8080/xmlui/handle/108/386","ARDE/SPECN/411||ardedig","PREFRAGMENTED HE SHELL 76.2MM MK II FILLED",
"742c2d6a-4977-4f8e-aa18-e3f3aa39cbf8","108/45",,"ARDE SPEC 289","2021-06-08T06:47:54Z","2016-11-24T06:07:22Z","2021-06-08T06:47:54Z","2016-11-24T06:07:22Z",,,"Made available in DSpace on 2016-11-24T06:07:22Z (GMT). No. of bitstreams: 1
ss00302.pdf: 26505307 bytes, checksum: 10b9f7bc01bf4125fe9a7871438a07ec (MD5)||Made available in DSpace on 2021-06-08T06:47:54Z (GMT). No. of bitstreams: 1
ss00302.pdf: 26505307 bytes, checksum: 10b9f7bc01bf4125fe9a7871438a07ec (MD5)","http://localhost:8080/xmlui/handle/108/127","ARDE/SPECN/289||ardedig","CARTRIDGE EJECTOR RELEASE UNIT FOR MISSILE TARGET FILLED",
"7470a7d0-eecb-4497-81e3-82f14574e945","108/45",,"ARDE SPEC 102","2021-06-08T06:52:28Z","2016-11-24T06:07:10Z","2021-06-08T06:52:28Z","2016-11-24T06:07:10Z",,"1971","Made available in DSpace on 2016-11-24T06:07:10Z (GMT). No. of bitstreams: 1
ss00143.pdf: 6842213 bytes, checksum: c22ad096449c4070e0fab60d20878e95 (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-06-08T06:52:28Z (GMT). No. of bitstreams: 1
ss00143.pdf: 6842213 bytes, checksum: c22ad096449c4070e0fab60d20878e95 (MD5)
  Previous issue date: 1971","http://localhost:8080/xmlui/handle/108/53","ARDE/SPECN/102||ardedig","FUZE ANTI-REMOVAL MK.2 FILLED FOR MINE ANTI-TANK NON-DETECTABLE MK.2",
"7541f879-9af1-49a4-a937-2fbc6248a173","108/45",,"ARDE SPEC 223  &  ARDE PS 99","2021-06-08T06:52:04Z","2016-11-24T06:08:03Z","2021-06-08T06:52:04Z","2016-11-24T06:08:03Z",,"1977","Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00243.pdf: 696632 bytes, checksum: bdc1b2b2cf62a0848853ebee21d9b695 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:52:04Z (GMT). No. of bitstreams: 1
ss00243.pdf: 696632 bytes, checksum: bdc1b2b2cf62a0848853ebee21d9b695 (MD5)
  Previous issue date: 1977","http://localhost:8080/xmlui/handle/108/382","ARDE/SPECN/223||ardedig","PRIMER PERCUSSION QF CARTRIDGES NO._ EMPTY",
"7551c55d-b46b-4212-b69e-fc7e5ae4cf1e","108/45",,,"2021-06-08T06:51:12Z","2016-11-24T06:08:13Z","2021-06-08T06:51:12Z","2016-11-24T06:08:13Z",,"0","Made available in DSpace on 2016-11-24T06:08:13Z (GMT). No. of bitstreams: 1
ss02604.pdf: 2582032 bytes, checksum: 8f9be36a2a7d9b29a386b932cd621d1f (MD5)
  Previous issue date:    1||Made available in DSpace on 2021-06-08T06:51:12Z (GMT). No. of bitstreams: 1
ss02604.pdf: 2582032 bytes, checksum: 8f9be36a2a7d9b29a386b932cd621d1f (MD5)
  Previous issue date:    1","http://localhost:8080/xmlui/handle/108/463","ardedig","PROOF INSTRUCTION OF 84MM ROCKET LAUNCHER",
"76e94a47-391d-420d-a40f-364c8970a782","108/45",,"ARDE PS 9","2021-06-08T06:48:25Z","2016-11-24T06:07:29Z","2021-06-08T06:48:25Z","2016-11-24T06:07:29Z",,,"Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00495.pdf: 1459081 bytes, checksum: ef7c6da338a85ba47a53c2e97e14543a (MD5)||Made available in DSpace on 2021-06-08T06:48:25Z (GMT). No. of bitstreams: 1
ss00495.pdf: 1459081 bytes, checksum: ef7c6da338a85ba47a53c2e97e14543a (MD5)","http://localhost:8080/xmlui/handle/108/171","ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER INDIGENOUS FOR RUSSIAN AIRCRAFT EMPTY AND FILLED",
"77acb832-fc1b-46a4-87db-d4ded6e0d312","108/45",,"ARDE SPEC 466(PROV)","2021-06-08T06:52:52Z","2016-11-24T06:07:09Z","2021-06-08T06:52:52Z","2016-11-24T06:07:09Z",,"1992","Made available in DSpace on 2016-11-24T06:07:09Z (GMT). No. of bitstreams: 1
ss02744.pdf: 8002156 bytes, checksum: c9c34c2045cc6c6ba1035ccb24bb76d0 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:52:52Z (GMT). No. of bitstreams: 1
ss02744.pdf: 8002156 bytes, checksum: c9c34c2045cc6c6ba1035ccb24bb76d0 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/47","ARDE/SPECN/466||ardedig","Aircraft droppable 10 men Dinghy system -Rakshak",
"782b7691-81c1-4bbd-af97-704586adf244","108/45",,"ARDE PS 123","2021-06-08T06:48:06Z","2016-11-24T06:07:23Z","2021-06-08T06:48:06Z","2016-11-24T06:07:23Z",,,"Made available in DSpace on 2016-11-24T06:07:23Z (GMT). No. of bitstreams: 1
ss00449.pdf: 625550 bytes, checksum: 321167d1ee73ec473d1434e612b74582 (MD5)||Made available in DSpace on 2021-06-08T06:48:06Z (GMT). No. of bitstreams: 1
ss00449.pdf: 625550 bytes, checksum: 321167d1ee73ec473d1434e612b74582 (MD5)","http://localhost:8080/xmlui/handle/108/133","ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.1 MK.3 EMPTY",
"783f54c0-d06b-4c84-aeb4-8b04859e68a3","108/45",,"ARDE SPEC 372","2021-06-08T06:51:17Z","2016-11-24T06:08:14Z","2021-06-08T06:51:17Z","2016-11-24T06:08:14Z",,"1988","Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
ss00353.pdf: 1135082 bytes, checksum: 15c3717ba1be9819b84efa120bd89a4a (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:51:17Z (GMT). No. of bitstreams: 1
ss00353.pdf: 1135082 bytes, checksum: 15c3717ba1be9819b84efa120bd89a4a (MD5)
  Previous issue date: 1988","http://localhost:8080/xmlui/handle/108/469","ARDE/SPECN/372||ardedig","TRACER SHELL 30MM EMPTY",
"78a5eb5d-c4ae-4640-a902-69797e044530","108/45",,"ARDE SPEC 103","2021-06-08T06:51:57Z","2016-11-24T06:08:20Z","2021-06-08T06:51:57Z","2016-11-24T06:08:20Z",,"1971","Made available in DSpace on 2016-11-24T06:08:20Z (GMT). No. of bitstreams: 1
ss00144.pdf: 8131114 bytes, checksum: faf0a37924ebf4a584f57e9838876d73 (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-06-08T06:51:57Z (GMT). No. of bitstreams: 1
ss00144.pdf: 8131114 bytes, checksum: faf0a37924ebf4a584f57e9838876d73 (MD5)
  Previous issue date: 1971","http://localhost:8080/xmlui/handle/108/499","ARDE/SPECN/103||ardedig","SIMULATOR 5.5"" GUN FIRE CHARGE IV FILLED",
"79efb048-448b-4f5b-bcad-b16059c3e833","108/45",,"ARDE PS 141","2021-06-08T06:49:35Z","2016-11-24T06:08:09Z","2021-06-08T06:49:35Z","2016-11-24T06:08:09Z",,,"Made available in DSpace on 2016-11-24T06:08:09Z (GMT). No. of bitstreams: 1
ss00465.pdf: 21053825 bytes, checksum: a11d088eef6282c61d7c9542f27dd08b (MD5)||Made available in DSpace on 2021-06-08T06:49:35Z (GMT). No. of bitstreams: 1
ss00465.pdf: 21053825 bytes, checksum: a11d088eef6282c61d7c9542f27dd08b (MD5)","http://localhost:8080/xmlui/handle/108/429","ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 EMPTY",
"7a1c27a5-bc7d-4146-a2aa-1cecedb041c0","108/45",,"ARDE SPEC 321","2021-06-08T06:49:10Z","2016-11-24T06:08:08Z","2021-06-08T06:49:10Z","2016-11-24T06:08:08Z",,"1984","Made available in DSpace on 2016-11-24T06:08:08Z (GMT). No. of bitstreams: 1
ss00329.pdf: 7263266 bytes, checksum: 62d4bb180442aa35c2be09c6a7703b36 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:49:10Z (GMT). No. of bitstreams: 1
ss00329.pdf: 7263266 bytes, checksum: 62d4bb180442aa35c2be09c6a7703b36 (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/418","ARDE/SPECN/321||ardedig","CELL UNIT ASSEMBLY FOR FLOAT SMOKE & FLAME AIRCRAFT 1.6KG N2 MK.2 (IN)",
"7ac024d3-02d2-474f-a71e-cf94bca9b1f5","108/45",,"ARDE SPEC 485","2021-06-08T06:52:01Z","2016-11-24T06:08:22Z","2021-06-08T06:52:01Z","2016-11-24T06:08:22Z",,"1992","Made available in DSpace on 2016-11-24T06:08:22Z (GMT). No. of bitstreams: 1
ss02909.pdf: 10606578 bytes, checksum: c0aeeadaf954188cb8d363cf0a180b2f (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:52:01Z (GMT). No. of bitstreams: 1
ss02909.pdf: 10606578 bytes, checksum: c0aeeadaf954188cb8d363cf0a180b2f (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/519","ARDE/SPECN/485||ardedig","Empty fuze percussion DASD NO.1 MK.1 (AK 230) for 30mm HE (Prov)",
"7b17f4d5-eaf3-4a84-998a-958eb2d77765","108/45",,"ARDE PS 138","2021-06-08T06:49:31Z","2016-11-24T06:07:43Z","2021-06-08T06:49:31Z","2016-11-24T06:07:43Z",,,"Made available in DSpace on 2016-11-24T06:07:43Z (GMT). No. of bitstreams: 1
ss00461.pdf: 14802566 bytes, checksum: 0ff172029ab8f12b7b0573ba32d830d1 (MD5)||Made available in DSpace on 2021-06-08T06:49:31Z (GMT). No. of bitstreams: 1
ss00461.pdf: 14802566 bytes, checksum: 0ff172029ab8f12b7b0573ba32d830d1 (MD5)","http://localhost:8080/xmlui/handle/108/259","ardedig","FLIGHT PROOF OF ROCKET 122MM HE FRAGMENTATION",
"7b783694-ecdb-47e2-bda7-f89523682d75","108/45",,"ARDE SPEC 3","2021-06-08T06:51:54Z","2016-11-24T06:07:10Z","2021-06-08T06:51:54Z","2016-11-24T06:07:10Z",,"1959","Made available in DSpace on 2016-11-24T06:07:10Z (GMT). No. of bitstreams: 1
ss00003.pdf: 8427814 bytes, checksum: ba2e36c8f5db5cf5c041a266d164df3d (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:51:54Z (GMT). No. of bitstreams: 1
ss00003.pdf: 8427814 bytes, checksum: ba2e36c8f5db5cf5c041a266d164df3d (MD5)
  Previous issue date: 1959","http://localhost:8080/xmlui/handle/108/52","ARDE/SPECN/3||ardedig","PRIMER PERCUSSION QF CARTRIDGE NO.13A FILLED (FOR QF 106MM RCL GUN)",
"7ba9396f-16f7-478b-bdde-0e8ce87cba9e","108/45",,"ARDE PS 132","2021-06-08T06:49:09Z","2016-11-24T06:07:45Z","2021-06-08T06:49:09Z","2016-11-24T06:07:45Z",,,"Made available in DSpace on 2016-11-24T06:07:45Z (GMT). No. of bitstreams: 1
ss00455.pdf: 19973588 bytes, checksum: b256f0a05446ef9ff957e4ca1071941a (MD5)||Made available in DSpace on 2021-06-08T06:49:09Z (GMT). No. of bitstreams: 1
ss00455.pdf: 19973588 bytes, checksum: b256f0a05446ef9ff957e4ca1071941a (MD5)","http://localhost:8080/xmlui/handle/108/277","ardedig","MINE ANTI-TANK NON-DETECTABLE MK.III BAR FILLED",
"7bc0fb76-b5e4-48ea-b9d2-29f545f562a5","108/45",,"ARDE PS 16","2021-06-08T06:49:53Z","2016-11-24T06:07:51Z","2021-06-08T06:49:53Z","2016-11-24T06:07:51Z",,,"Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss00370.pdf: 2696254 bytes, checksum: d7c78da52af9831314d21aa3581cecc6 (MD5)||Made available in DSpace on 2021-06-08T06:49:53Z (GMT). No. of bitstreams: 1
ss00370.pdf: 2696254 bytes, checksum: d7c78da52af9831314d21aa3581cecc6 (MD5)","http://localhost:8080/xmlui/handle/108/311","ardedig","SHELL SMOKE BURSTING WP 75/24 HOWITZER A FILLED",
"7c289b14-6032-4998-8d85-03c1e9be4172","108/45",,"ARDE SPEC 487","2021-06-08T06:50:39Z","2016-11-24T06:07:53Z","2021-06-08T06:50:39Z","2016-11-24T06:07:53Z",,"1992","Made available in DSpace on 2016-11-24T06:07:53Z (GMT). No. of bitstreams: 1
ss02911.pdf: 7366282 bytes, checksum: ff94860d87a7189ad4142e2f61613de3 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:50:39Z (GMT). No. of bitstreams: 1
ss02911.pdf: 7366282 bytes, checksum: ff94860d87a7189ad4142e2f61613de3 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/323","ARDE/SPECN/487||ardedig","Cartridge QF 30mm HE (AK 230 Gun)(prov)",
"7c3aacd4-d1f5-4c59-b946-37240fc205e9","108/45",,"ARDE PS 143","2021-06-08T06:51:21Z","2016-11-24T06:08:15Z","2021-06-08T06:51:21Z","2016-11-24T06:08:15Z",,"0","Made available in DSpace on 2016-11-24T06:08:15Z (GMT). No. of bitstreams: 1
ss00467.pdf: 12670434 bytes, checksum: a5800d59ce3c62b21db0d8ae006fb384 (MD5)
  Previous issue date:    1||Made available in DSpace on 2021-06-08T06:51:21Z (GMT). No. of bitstreams: 1
ss00467.pdf: 12670434 bytes, checksum: a5800d59ce3c62b21db0d8ae006fb384 (MD5)
  Previous issue date:    1","http://localhost:8080/xmlui/handle/108/473","ardedig","STATIC PROOF OF ROCKET MOTOR ASSEMBLY OF A/S ROCKET RGB-25 ON ROTATING TEST RIG",
"7c80e3b8-f05f-467e-b986-fe4691e15345","108/45",,"ARDE SPEC 90","2021-06-08T06:50:12Z","2016-11-24T06:08:11Z","2021-06-08T06:50:12Z","2016-11-24T06:08:11Z",,"1970","Made available in DSpace on 2016-11-24T06:08:11Z (GMT). No. of bitstreams: 1
ss00134.pdf: 530591 bytes, checksum: cb960e59a8001cf1ff724128e19a35e2 (MD5)
  Previous issue date: 1970||Made available in DSpace on 2021-06-08T06:50:12Z (GMT). No. of bitstreams: 1
ss00134.pdf: 530591 bytes, checksum: cb960e59a8001cf1ff724128e19a35e2 (MD5)
  Previous issue date: 1970","http://localhost:8080/xmlui/handle/108/445","ARDE/SPECN/90||ardedig","HEAD ROCKET AIRCRAFT 68MM TYPE A PRACTICE (FILLED WITH HE SUBSTITUTE)",
"7d422673-131e-409f-9aee-37d6df820de6","108/45",,"ARDE PS 231","2021-06-08T06:49:47Z","2016-11-24T06:07:46Z","2021-06-08T06:49:47Z","2016-11-24T06:07:46Z",,"1992","Made available in DSpace on 2016-11-24T06:07:46Z (GMT). No. of bitstreams: 1
ss02912.pdf: 4196223 bytes, checksum: fed63dcad2248f6bf623a2b10fb738de (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:47Z (GMT). No. of bitstreams: 1
ss02912.pdf: 4196223 bytes, checksum: fed63dcad2248f6bf623a2b10fb738de (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/284","ardedig","HE shell 30mm filled (AK 230)(prov)",
"7d584db2-d719-4641-8088-5114ec160ffc","108/45",,"ARDE PS 66","2021-06-08T06:48:46Z","2016-11-24T06:07:37Z","2021-06-08T06:48:46Z","2016-11-24T06:07:37Z",,,"Made available in DSpace on 2016-11-24T06:07:37Z (GMT). No. of bitstreams: 1
ss00395.pdf: 45032008 bytes, checksum: ca2f46f98eb511d14fa8b34d1d7ccf83 (MD5)||Made available in DSpace on 2021-06-08T06:48:46Z (GMT). No. of bitstreams: 1
ss00395.pdf: 45032008 bytes, checksum: ca2f46f98eb511d14fa8b34d1d7ccf83 (MD5)","http://localhost:8080/xmlui/handle/108/221","ardedig","CARTRIDGE CANOPY UNLOCKING PV-1 FOR MIG AIRCRAFT INDIGENOUS FILLED - OPERATING INSTRUCTIONS OF MACHINE FOR INSPECTING FINISHED CARTRIDGES FOR SEALING OF PRIMER AND BULLET SEATS (CA",
"7d59dc9c-8286-4d5d-8448-865e62ba4d8b","108/45",,"ARDE SPEC 119","2021-06-08T06:50:16Z","2016-11-24T06:07:52Z","2021-06-08T06:50:16Z","2016-11-24T06:07:52Z",,"1972","Made available in DSpace on 2016-11-24T06:07:52Z (GMT). No. of bitstreams: 1
ss00156.pdf: 26183384 bytes, checksum: 0de835fa9c247f66786372760971d7e7 (MD5)
  Previous issue date: 1972||Made available in DSpace on 2021-06-08T06:50:16Z (GMT). No. of bitstreams: 1
ss00156.pdf: 26183384 bytes, checksum: 0de835fa9c247f66786372760971d7e7 (MD5)
  Previous issue date: 1972","http://localhost:8080/xmlui/handle/108/320","ARDE/SPECN/119||ardedig","CARTRIDGE PHOTOFLASH 45MM NO.1 MK.1",
"7ddeeeed-80ac-4c1e-bf04-e980ac9fac80","108/45",,"ARDE SPEC 328","2021-06-08T06:52:24Z","2016-11-24T06:07:12Z","2021-06-08T06:52:24Z","2016-11-24T06:07:12Z",,"1984","Made available in DSpace on 2016-11-24T06:07:12Z (GMT). No. of bitstreams: 1
ss00333.pdf: 1081127 bytes, checksum: 4c25f012f29d887711e35cff1b438a89 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:52:24Z (GMT). No. of bitstreams: 1
ss00333.pdf: 1081127 bytes, checksum: 4c25f012f29d887711e35cff1b438a89 (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/66","ARDE/SPECN/328||ardedig","76.2MM PREFRAGMENTED HE SHELL FILLED",
"7e07d4e4-96f6-4bf4-84bf-f662e39595bb","108/45",,"ARDE SPEC 151","2021-06-08T06:50:14Z","2016-11-24T06:07:59Z","2021-06-08T06:50:14Z","2016-11-24T06:07:59Z",,"1974","Made available in DSpace on 2016-11-24T06:07:59Z (GMT). No. of bitstreams: 1
ss00183.pdf: 22220587 bytes, checksum: 83c6d5949fda77d2f5959ab7fd250236 (MD5)
  Previous issue date: 1974||Made available in DSpace on 2021-06-08T06:50:14Z (GMT). No. of bitstreams: 1
ss00183.pdf: 22220587 bytes, checksum: 83c6d5949fda77d2f5959ab7fd250236 (MD5)
  Previous issue date: 1974","http://localhost:8080/xmlui/handle/108/360","ARDE/SPECN/151||ardedig","METAL IGNITERS FOR ROCKET A/C 57MM",
"7ecc0427-3d97-43d8-8253-6e33558ae0b5","108/45",,"ARDE SPEC 46","2021-06-08T06:48:09Z","2016-11-24T06:07:29Z","2021-06-08T06:48:09Z","2016-11-24T06:07:29Z",,"1968","Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00045.pdf: 2472563 bytes, checksum: 5829d910aa19f43868d4b44ea4c9a357 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:48:09Z (GMT). No. of bitstreams: 1
ss00045.pdf: 2472563 bytes, checksum: 5829d910aa19f43868d4b44ea4c9a357 (MD5)
  Previous issue date: 1968","http://localhost:8080/xmlui/handle/108/169","ARDE/SPECN/46||ardedig","ADAPTER AND TUBE ASSEMBLY MORTAR BOMB 120MM WP",
"7f82f8bf-780f-4e65-b345-7873c45d0179","108/45",,"ARDE/SPECN/565","2021-06-08T06:51:14Z","2016-11-24T06:08:14Z","2021-06-08T06:51:14Z","2016-11-24T06:08:14Z",,"1996","Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
sp07452.pdf: 9149718 bytes, checksum: 05fcbd96ec06b7cd5a0d4bdb68a9b6de (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-06-08T06:51:14Z (GMT). No. of bitstreams: 1
sp07452.pdf: 9149718 bytes, checksum: 05fcbd96ec06b7cd5a0d4bdb68a9b6de (MD5)
  Previous issue date: 1996","http://localhost:8080/xmlui/handle/108/465","ARDE/SPEC/565||ardedig","Specification to govern manufacture, assembly,inspection and testing of ball end adapter assembly : Sitafal (Drg No 01 15 00 00 00 00 )",
"7ff9e8bb-59fd-431f-ac5d-5102b49786a2","108/45",,"ARDE PS 232","2021-06-08T06:51:03Z","2016-11-24T06:07:58Z","2021-06-08T06:51:03Z","2016-11-24T06:07:58Z",,"1992","Made available in DSpace on 2016-11-24T06:07:58Z (GMT). No. of bitstreams: 1
ss02813.pdf: 30415048 bytes, checksum: fe42ae531e88cf4f1848017032475592 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:51:03Z (GMT). No. of bitstreams: 1
ss02813.pdf: 30415048 bytes, checksum: fe42ae531e88cf4f1848017032475592 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/353","ardedig","Fuze percussion DASD for 30mm naval ammunition (prov)",
"818b3433-e85c-4eb7-96af-93eb08f491cf","108/45",,"ARDE SPEC 457","2021-06-08T06:51:58Z","2016-11-24T06:08:21Z","2021-06-08T06:51:58Z","2016-11-24T06:08:21Z",,,"Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss02842.pdf: 1527908 bytes, checksum: 2765ccb0652aed4093a27f1b1a02ac4d (MD5)||Made available in DSpace on 2021-06-08T06:51:58Z (GMT). No. of bitstreams: 1
ss02842.pdf: 1527908 bytes, checksum: 2765ccb0652aed4093a27f1b1a02ac4d (MD5)","http://localhost:8080/xmlui/handle/108/513","ARDE/SPECN/457||ardedig","EMPTY COMPONENTS OF CARTRIDGE CANOPY JETTISONING , SECONDARY , JACK (CCJ,S,J) NO.1 MK.1 FOR KIRAN AND JAGUAR AIRCRAFT (EMPTY ASSEMBLY)",
"81c8642d-31d5-4eee-95c0-3f1f6171e432","108/45",,"ARDE PS 172","2021-06-08T06:49:45Z","2016-11-24T06:07:51Z","2021-06-08T06:49:45Z","2016-11-24T06:07:51Z",,"1984","Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss00480.pdf: 1540865 bytes, checksum: 16f9e118985be52ac2f12911bec5f318 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:49:45Z (GMT). No. of bitstreams: 1
ss00480.pdf: 1540865 bytes, checksum: 16f9e118985be52ac2f12911bec5f318 (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/312","ardedig","MORTAR BOMB 120MM ILLUMINATING 1A",
"8272c18d-2b5d-46b5-bf03-c819e8090734","108/45",,"ARDE SPEC 184","2021-06-08T06:53:28Z","2016-11-24T06:07:17Z","2021-06-08T06:53:28Z","2016-11-24T06:07:17Z",,,"Made available in DSpace on 2016-11-24T06:07:17Z (GMT). No. of bitstreams: 1
ss00214.pdf: 17806542 bytes, checksum: fa85716d5d29ac82c50cb996c3721c82 (MD5)||Made available in DSpace on 2021-06-08T06:53:28Z (GMT). No. of bitstreams: 1
ss00214.pdf: 17806542 bytes, checksum: fa85716d5d29ac82c50cb996c3721c82 (MD5)","http://localhost:8080/xmlui/handle/108/94","ARDE/SPECN/184||ardedig","CARTRIDGE CANOPY JETTISONING PK-5-2 FOR S-22 AIRCRAFT FILLED",
"82be903b-8e06-4144-b74d-13382a6d5c3f","108/45",,"ARDE SPEC 304","2021-06-08T06:48:33Z","2016-11-24T06:07:32Z","2021-06-08T06:48:33Z","2016-11-24T06:07:32Z",,"1984","Made available in DSpace on 2016-11-24T06:07:32Z (GMT). No. of bitstreams: 1
ss00322.pdf: 608933 bytes, checksum: cb0af58f447bdd57935a7c4197ad76d1 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:48:33Z (GMT). No. of bitstreams: 1
ss00322.pdf: 608933 bytes, checksum: cb0af58f447bdd57935a7c4197ad76d1 (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/190","ARDE/SPECN/304||ardedig","AIR DROPPED UNDERWATER GRENADE EMPTY",
"82c00c4f-c19a-4f62-b6d6-af74c9239c9c","108/45",,"ARDE SPEC 285","2021-06-08T06:53:26Z","2016-11-24T06:07:18Z","2021-06-08T06:53:26Z","2016-11-24T06:07:18Z",,"1982","Made available in DSpace on 2016-11-24T06:07:18Z (GMT). No. of bitstreams: 1
ss00297.pdf: 18714138 bytes, checksum: d4fc1d783582109469be82b9a7b42221 (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-06-08T06:53:26Z (GMT). No. of bitstreams: 1
ss00297.pdf: 18714138 bytes, checksum: d4fc1d783582109469be82b9a7b42221 (MD5)
  Previous issue date: 1982","http://localhost:8080/xmlui/handle/108/104","ARDE/SPECN/285||ardedig","CARTRIDGE SUBMERGED EJECTOR SIGNAL SMOKE GREEN YELLOW EMPTY",
