id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.description[],dc.identifier.citation[],dc.identifier.citation[en_US],dc.identifier.uri,dc.language.iso[],dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.subject[],dc.subject[en_US],dc.title.alternative[en_US],dc.title[],dc.title[en_US],dc.type[],dc.type[en_US]
"7cc420ca-77de-4ef8-850f-ce00581c24b9","108/2","Singh, Sushant","2021-04-07T08:50:56Z","2018-02-02T04:31:37Z","2021-04-07T08:50:56Z","2018-02-02T04:31:37Z","2018-01-02",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-02-02T04:31:37Z
No. of bitstreams: 1
Defence budget 2018-19.pdf: 259611 bytes, checksum: 29cd02a9112edfc6a8915683baee206e (MD5)||Made available in DSpace on 2018-02-02T04:31:37Z (GMT). No. of bitstreams: 1
Defence budget 2018-19.pdf: 259611 bytes, checksum: 29cd02a9112edfc6a8915683baee206e (MD5)
  Previous issue date: 2018-01-02||Made available in DSpace on 2021-04-07T08:50:56Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Defence budget 2018-19.pdf: 259611 bytes, checksum: 29cd02a9112edfc6a8915683baee206e (MD5)
  Previous issue date: 2018-01-02",,,,"http://localhost:8080/xmlui/handle/108/152319",,"en_US",,"The Indian Express",,"GDP||FY2018||Defence Budget||BE 2017-18||Finance Minister",,,"Defence gets 1.58% of GDP lowest allocation since 1962",,"Article"
"7f6892f1-0c7b-4c6b-aad6-eb5c271943b8","108/2","Economic Bureau","2021-04-07T08:50:54Z","2018-04-19T08:08:48Z","2021-04-07T08:50:54Z","2018-04-19T08:08:48Z","2018-04-12",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:08:48Z
No. of bitstreams: 1
0255df84-7fe5-44dc-be6f-cb733e9ca534.jpg: 98248 bytes, checksum: ea3b4a0969eb1fc6d788d9febdfccefb (MD5)||Made available in DSpace on 2018-04-19T08:08:48Z (GMT). No. of bitstreams: 1
0255df84-7fe5-44dc-be6f-cb733e9ca534.jpg: 98248 bytes, checksum: ea3b4a0969eb1fc6d788d9febdfccefb (MD5)
  Previous issue date: 2018-04-12||Made available in DSpace on 2021-04-07T08:50:54Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
0255df84-7fe5-44dc-be6f-cb733e9ca534.jpg: 98248 bytes, checksum: ea3b4a0969eb1fc6d788d9febdfccefb (MD5)
  Previous issue date: 2018-04-12",,,,"http://localhost:8080/xmlui/handle/108/153363",,"en_US",,"The Indian Express",,"UAV||DRDO||DSIR",,,"Road Map for drones: Government announces 13-member task force",,"Article"
"80147a47-8ec8-4a60-af36-5287da3d3c5f","108/2","Shukla, Ajai","2021-04-07T08:49:28Z","2016-12-08T10:50:30Z","2021-04-07T08:49:28Z","2016-12-08T10:50:30Z","2011-07-19",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 46574e27609a9062d98326b107085d6d (MD5)
china.pdf: 18262 bytes, checksum: 095ecd37bddc0d818097e1661868e5fe (MD5)
  Previous issue date: 2011-07-19||Made available in DSpace on 2021-04-07T08:49:28Z (GMT). No. of bitstreams: 2
china.pdf: 18262 bytes, checksum: 095ecd37bddc0d818097e1661868e5fe (MD5)
license.txt: 1831 bytes, checksum: 46574e27609a9062d98326b107085d6d (MD5)
  Previous issue date: 2011-07-19",,"Business Standard, New Delhi, 18 July 2011",,"http://localhost:8080/xmlui/handle/108/84632","en",,,,"Defence Industries||PLA||China||India||DRDO",,,"China's defence industry offers lessons to India",,"Article",
"80ed12aa-6061-419a-9283-12cae34e6a5c","108/2","Shukla, Ajai","2021-04-07T08:49:26Z","2016-12-08T10:50:30Z","2021-04-07T08:49:26Z","2016-12-08T10:50:30Z","2011-07-21",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: c074e76699275f274fbe3f04ddfd65d9 (MD5)
prahar.pdf: 11767 bytes, checksum: c17d4e0f1f5afb0ff912ba5d54af46c3 (MD5)
  Previous issue date: 2011-07-21||Made available in DSpace on 2021-04-07T08:49:26Z (GMT). No. of bitstreams: 2
prahar.pdf: 11767 bytes, checksum: c17d4e0f1f5afb0ff912ba5d54af46c3 (MD5)
license.txt: 1831 bytes, checksum: c074e76699275f274fbe3f04ddfd65d9 (MD5)
  Previous issue date: 2011-07-21",,"Business Standard, New Delhi, 21 July 2011",,"http://localhost:8080/xmlui/handle/108/84638","en",,,,"Prahaar||Surface to Surface||Missile||DRDO",,,"`PRAHAAR’- NEW SURFACE TO SURFACE TACTICAL MISSILE SUCCESSFULLY LAUNCHED",,"Article",
"84fe017e-932c-4b07-90fa-6cf2aec85add","108/2","Singh, Sushant","2021-04-07T08:50:56Z","2018-02-20T05:26:47Z","2021-04-07T08:50:56Z","2018-02-20T05:26:47Z","2018-02-14",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2018-02-20T05:26:46Z
No. of bitstreams: 1
14fef0001.pdf: 2689012 bytes, checksum: 3cc4f528a5e7b0630eadf802c3c3b60e (MD5)||Made available in DSpace on 2018-02-20T05:26:47Z (GMT). No. of bitstreams: 1
14fef0001.pdf: 2689012 bytes, checksum: 3cc4f528a5e7b0630eadf802c3c3b60e (MD5)
  Previous issue date: 2018-02-14||Made available in DSpace on 2021-04-07T08:50:56Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
14fef0001.pdf: 2689012 bytes, checksum: 3cc4f528a5e7b0630eadf802c3c3b60e (MD5)
  Previous issue date: 2018-02-14",,,,"http://localhost:8080/xmlui/handle/108/152402",,"en_US",,"The Indian Express",,"Ministry of Defence||Defence Acquisition Council||DAC||LMGs||CWC||Assault Rifles||ICCR",,,"Defence Ministry fast-tracks buying of LMGs, sniper rifles",,"Article"
"8712eb38-1f6b-4d3c-b98d-7b944aa3dbaf","108/2",,"2021-04-07T08:51:07Z","2020-10-15T08:58:28Z","2021-04-07T08:51:07Z","2020-10-15T08:58:28Z","2020-10-06",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:58:28Z
No. of bitstreams: 1
Task.pdf: 227440 bytes, checksum: 2adac328ba8b71e2838d3fb18306fd85 (MD5)||Made available in DSpace on 2020-10-15T08:58:28Z (GMT). No. of bitstreams: 1
Task.pdf: 227440 bytes, checksum: 2adac328ba8b71e2838d3fb18306fd85 (MD5)
  Previous issue date: 2020-10-06||Made available in DSpace on 2021-04-07T08:51:07Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Task.pdf: 227440 bytes, checksum: 2adac328ba8b71e2838d3fb18306fd85 (MD5)
  Previous issue date: 2020-10-06",,,,"http://localhost:8080/xmlui/handle/108/173112",,,,"Task and purpose.com",,"Optic Rifle||TANGO6T 1-6X24 mm",,,"Soldiers are officially getting a brand new rifle optic",,
"89146fd0-1a2a-495f-8eb1-4bf865bd5dd1","108/2","Ajai Shukla","2021-04-07T08:51:30Z","2020-10-15T08:52:35Z","2021-04-07T08:51:30Z","2020-10-15T08:52:35Z","2020-05-18",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:52:35Z
No. of bitstreams: 1
18.05.2020.pdf: 225139 bytes, checksum: 35cd0c21ed89785fc3b91418c50bb17d (MD5)||Made available in DSpace on 2020-10-15T08:52:35Z (GMT). No. of bitstreams: 1
18.05.2020.pdf: 225139 bytes, checksum: 35cd0c21ed89785fc3b91418c50bb17d (MD5)
  Previous issue date: 2020-05-18||Made available in DSpace on 2021-04-07T08:51:30Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
18.05.2020.pdf: 225139 bytes, checksum: 35cd0c21ed89785fc3b91418c50bb17d (MD5)
  Previous issue date: 2020-05-18",,,,"http://localhost:8080/xmlui/handle/108/173110",,"en_US",,"Bussiness Standard",,"defence testing infrastructure",,,"MoD approves Rs 400 crore defence testing infrastructure scheme",,"Article"
"89562f57-6cdb-47a9-adab-57d98aa0c032","108/2","Shukla, Ajai","2021-04-07T08:50:29Z","2016-12-08T10:50:18Z","2021-04-07T08:50:29Z","2016-12-08T10:50:18Z","2015-01-07",,"Made available in DSpace on 2016-12-08T10:50:18Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 44a8774324e484048d711ce36f9ac8ac (MD5)
made india.6.jan015.pdf: 50792 bytes, checksum: 5e9825e7e983837262f7d3a6fd9b0211 (MD5)
  Previous issue date: 2015-01-07||Made available in DSpace on 2021-04-07T08:50:29Z (GMT). No. of bitstreams: 2
made india.6.jan015.pdf: 50792 bytes, checksum: 5e9825e7e983837262f7d3a6fd9b0211 (MD5)
license.txt: 1831 bytes, checksum: 44a8774324e484048d711ce36f9ac8ac (MD5)
  Previous issue date: 2015-01-07",,"Shukla Ajai (jan 2015) “Made in India” vs “Make in India”",,"http://localhost:8080/xmlui/handle/108/84535",,,,,"Made in India||Make in India||Defence Industry||Defence Procurement||Make category",,,"""Made in India” vs “Make in India”",,"Article",
"8ae31c55-3d2f-4ff5-87c2-f91d55b6d040","108/2","Shukla, Ajai","2021-04-07T08:49:38Z","2016-12-08T10:50:27Z","2021-04-07T08:49:38Z","2016-12-08T10:50:27Z","2010-09-27",,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 0258ba75163ea1afd9ad9dec56649af4 (MD5)
nlw.pdf: 36606 bytes, checksum: 456c19cec398838635afea1e4277cf34 (MD5)
  Previous issue date: 2010-09-27||Made available in DSpace on 2021-04-07T08:49:38Z (GMT). No. of bitstreams: 2
nlw.pdf: 36606 bytes, checksum: 456c19cec398838635afea1e4277cf34 (MD5)
license.txt: 1831 bytes, checksum: 0258ba75163ea1afd9ad9dec56649af4 (MD5)
  Previous issue date: 2010-09-27","Business Stnadard, New Delhi, 27th September 2010",,,"http://localhost:8080/xmlui/handle/108/84610","en",,,,"NLW||Non lethal weapon",,,"Agitating protestors are in for a shock",,"Article",
"8c3d1c86-5830-4b96-a5bc-80488a65a9fa","108/2","Shukla, Ajay","2021-04-07T08:50:05Z","2016-12-08T10:50:23Z","2021-04-07T08:50:05Z","2016-12-08T10:50:23Z","2015-07",,"Made available in DSpace on 2016-12-08T10:50:23Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 3cf17f14000d817828a6c4666835c109 (MD5)
arjun tank.pdf: 69621 bytes, checksum: 162ac699461927f862cf6c9d5d05cdc8 (MD5)
  Previous issue date: 2015-07||Made available in DSpace on 2021-04-07T08:50:05Z (GMT). No. of bitstreams: 2
arjun tank.pdf: 69621 bytes, checksum: 162ac699461927f862cf6c9d5d05cdc8 (MD5)
license.txt: 1831 bytes, checksum: 3cf17f14000d817828a6c4666835c109 (MD5)
  Previous issue date: 2015-07",,,,"http://localhost:8080/xmlui/handle/108/84564",,,,,"Third-party evaluation||FutureMain battle tank(FMBT)||Future ready combat vehicle(FRCV)",,,"Good enough for China, but India spurns Arjun tank",,,
"8d8ae7d2-0868-48b0-8b69-b79619438e03","108/2","Peri, Dinakar","2021-04-07T08:51:25Z","2017-06-05T05:38:29Z","2021-04-07T08:51:25Z","2017-06-05T05:38:29Z","2017-06-05",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-06-05T05:38:29Z
No. of bitstreams: 1
news5june20170001.pdf: 439439 bytes, checksum: 36809211b34d3eacb13f467ac01c5f77 (MD5)||Made available in DSpace on 2017-06-05T05:38:29Z (GMT). No. of bitstreams: 1
news5june20170001.pdf: 439439 bytes, checksum: 36809211b34d3eacb13f467ac01c5f77 (MD5)
  Previous issue date: 2017-06-05||Made available in DSpace on 2021-04-07T08:51:25Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news5june20170001.pdf: 439439 bytes, checksum: 36809211b34d3eacb13f467ac01c5f77 (MD5)
  Previous issue date: 2017-06-05",,,"The Hindu, 05 June 2017","http://localhost:8080/xmlui/handle/108/149720",,,,,,"Small Arms||Defence Procurement||Assault rifle||INSAS",,,"New rifle ready, but Army holds fire",,
"8d9e4c8f-eae9-41a9-afc6-c354a2e0c366","108/2","Singh, Manpreet","2021-04-07T08:51:10Z","2017-12-04T10:58:32Z","2021-04-07T08:51:10Z","2017-12-04T10:58:32Z","2017-12-04",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-12-04T10:58:32Z
No. of bitstreams: 1
news4 dec20170001.pdf: 2421575 bytes, checksum: a3e1631defc838a8fef07afb5f14bee3 (MD5)||Made available in DSpace on 2017-12-04T10:58:32Z (GMT). No. of bitstreams: 1
news4 dec20170001.pdf: 2421575 bytes, checksum: a3e1631defc838a8fef07afb5f14bee3 (MD5)
  Previous issue date: 2017-12-04||Made available in DSpace on 2021-04-07T08:51:10Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news4 dec20170001.pdf: 2421575 bytes, checksum: a3e1631defc838a8fef07afb5f14bee3 (MD5)
  Previous issue date: 2017-12-04",,,"The Hindu,04 Dec 2017","http://localhost:8080/xmlui/handle/108/151795",,,,,,"Indian Navy||Territorial water||LIMO",,,"Indian Navy: A Multi-Dimensional Multi-Faceted Silent Force",,
"8db20338-7f01-4889-9654-de28e272f604","108/2","Subramanian, T.S.","2021-04-07T08:49:36Z","2016-12-08T10:50:28Z","2021-04-07T08:49:36Z","2016-12-08T10:50:28Z","2010-10-04",,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1e8abed3630e7dc107e1145857de163b (MD5)
fmbt.pdf: 76009 bytes, checksum: c497f139cbd72edd82957b68cbc9f860 (MD5)
  Previous issue date: 2010-10-04||Made available in DSpace on 2021-04-07T08:49:36Z (GMT). No. of bitstreams: 2
fmbt.pdf: 76009 bytes, checksum: c497f139cbd72edd82957b68cbc9f860 (MD5)
license.txt: 1831 bytes, checksum: 1e8abed3630e7dc107e1145857de163b (MD5)
  Previous issue date: 2010-10-04","The Hindu, Chennai, 4 October 2010",,,"http://localhost:8080/xmlui/handle/108/84614","en",,"The Hindu",,"FMBT||MBT||Ajeya||T-72||Tank",,,"1,500-horsepower FMBT to replace T-72 tanks beyond 2020",,"Article",
"92217a09-f1ae-47b3-a193-4209652c9945","108/2","Shukla, Ajai","2021-04-07T08:49:33Z","2016-12-08T10:50:29Z","2021-04-07T08:49:33Z","2016-12-08T10:50:29Z","2011-02-12",,"Made available in DSpace on 2016-12-08T10:50:29Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 89568709f874a762f6ac6bc2b57d5e07 (MD5)
drdo.pdf: 14370 bytes, checksum: b50688b7004b6be7af6593b4d355e823 (MD5)
  Previous issue date: 2011-02-12||Made available in DSpace on 2021-04-07T08:49:33Z (GMT). No. of bitstreams: 2
drdo.pdf: 14370 bytes, checksum: b50688b7004b6be7af6593b4d355e823 (MD5)
license.txt: 1831 bytes, checksum: 89568709f874a762f6ac6bc2b57d5e07 (MD5)
  Previous issue date: 2011-02-12",,"Business Standard, Bangalore, 12 Feb 2011",,"http://localhost:8080/xmlui/handle/108/84620","en",,,,"India||US||LCA||Defence deal||Defence policy",,,"DRDO, US working on 30 high-tech projects",,"Article",
"94417171-ae54-4318-acb8-ddd2d1b431ba","108/2","The Week","2021-04-07T08:49:49Z","2020-10-15T08:17:03Z","2021-04-07T08:49:49Z","2020-10-15T08:17:03Z","2020-10-10",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:17:03Z
No. of bitstreams: 1
10.10.20.pdf: 226645 bytes, checksum: a37eb142f37a68e598b18434744a3418 (MD5)||Made available in DSpace on 2020-10-15T08:17:03Z (GMT). No. of bitstreams: 1
10.10.20.pdf: 226645 bytes, checksum: a37eb142f37a68e598b18434744a3418 (MD5)
  Previous issue date: 2020-10-10||Made available in DSpace on 2021-04-07T08:49:49Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
10.10.20.pdf: 226645 bytes, checksum: a37eb142f37a68e598b18434744a3418 (MD5)
  Previous issue date: 2020-10-10",,,,"http://localhost:8080/xmlui/handle/108/173102",,"en_US",,":https://idrw.org/indias-missile-scientists-in-top-gear-with-six-successful-tests-in-five-weeks/ #more-237318",,"MIssiles||HSTDV||RUDRAM",,,"India’s missile scientists in top gear with six successful tests in five weeks",,
"94a2819a-9b12-4a28-911e-3a341453dd19","108/2","The Hindu","2021-04-07T08:50:27Z","2016-12-08T10:50:19Z","2021-04-07T08:50:27Z","2016-12-08T10:50:19Z","2015-01-06",,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 2570e591a2f93c81078c7391738cb983 (MD5)
NITI.pdf: 62773 bytes, checksum: 8d6b54896e3ba225cbfee44ceff10d17 (MD5)
  Previous issue date: 2015-01-06||Made available in DSpace on 2021-04-07T08:50:27Z (GMT). No. of bitstreams: 2
NITI.pdf: 62773 bytes, checksum: 8d6b54896e3ba225cbfee44ceff10d17 (MD5)
license.txt: 1831 bytes, checksum: 2570e591a2f93c81078c7391738cb983 (MD5)
  Previous issue date: 2015-01-06",,"The Hindu(2015). Dr VK Saraswat, former DRDO chief, appointed to NITI Aayog",,"http://localhost:8080/xmlui/handle/108/84537",,,,,,,,"Dr VK Saraswat, former DRDO chief, appointed to NITI Aayog",,"Article",
"95f7bf56-8c41-4690-831d-d685496c50b9","108/2","News Service","2021-04-07T08:51:18Z","2017-10-17T07:10:42Z","2021-04-07T08:51:18Z","2017-10-17T07:10:42Z","2017-10-17",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-10-17T07:10:42Z
No. of bitstreams: 1
ARDE_Achievements_Jan-Sept 2017.pdf: 22150079 bytes, checksum: e5d58748d8e36d6875055e8d0380cbfd (MD5)||Made available in DSpace on 2017-10-17T07:10:42Z (GMT). No. of bitstreams: 1
ARDE_Achievements_Jan-Sept 2017.pdf: 22150079 bytes, checksum: e5d58748d8e36d6875055e8d0380cbfd (MD5)
  Previous issue date: 2017-10-17||Made available in DSpace on 2021-04-07T08:51:18Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
ARDE_Achievements_Jan-Sept 2017.pdf: 22150079 bytes, checksum: e5d58748d8e36d6875055e8d0380cbfd (MD5)
  Previous issue date: 2017-10-17",,,,"http://localhost:8080/xmlui/handle/108/151560",,,,,,"Guidede Rocket||Pinaka||Pinaka Guided Rocket||ARDE||DRDO||Aircraff||CSS||HTT-40||LCA||ATAGS||Artillery Gun||Low Drag Aircraff Bomb||Aircraff Bomb||composite Drive||ARDE PMN-PT||Sensors||Defences Scientist",,,"Compilation of News on ARDE's Achievements (Jan-Sept 2017)",,
"97124164-ac43-4f9a-b692-df888f1e9f6c","108/2","Phadnis, Renuka","2021-04-07T08:49:52Z","2016-12-08T10:50:25Z","2021-04-07T08:49:52Z","2016-12-08T10:50:25Z","2010-06-03",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1bedd77aec712ca97d8dd13eb534bed7 (MD5)
070602arde.pdf: 111722 bytes, checksum: 5bce187734ede9088a51ca0c5807835c (MD5)
  Previous issue date: 2010-06-03||Made available in DSpace on 2021-04-07T08:49:52Z (GMT). No. of bitstreams: 2
070602arde.pdf: 111722 bytes, checksum: 5bce187734ede9088a51ca0c5807835c (MD5)
license.txt: 1831 bytes, checksum: 1bedd77aec712ca97d8dd13eb534bed7 (MD5)
  Previous issue date: 2010-06-03","Bangalor Mirror, Bangalore, 03 June 2010",,,"http://localhost:8080/xmlui/handle/108/84583","en",,,,"Body Armour||Material||Bullet proof jacket",,,"Armour of defence",,"Article",
"982ed71d-4fe9-43f6-9618-a6e5c91d5d9a","108/2",,"2021-04-07T08:49:54Z","2016-12-08T10:50:25Z","2021-04-07T08:49:54Z","2016-12-08T10:50:25Z","2010-05-25",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: c2efd9fb7d6fe5fb5f5b8591f10a84af (MD5)
240501arde.pdf: 264155 bytes, checksum: cb25c45d3c83e8b30f295968c89304fd (MD5)
  Previous issue date: 2010-05-25||Made available in DSpace on 2021-04-07T08:49:54Z (GMT). No. of bitstreams: 2
240501arde.pdf: 264155 bytes, checksum: cb25c45d3c83e8b30f295968c89304fd (MD5)
license.txt: 1831 bytes, checksum: c2efd9fb7d6fe5fb5f5b8591f10a84af (MD5)
  Previous issue date: 2010-05-25","Press Trust Of India, New Delhi, 25 May 2010",,,"http://localhost:8080/xmlui/handle/108/84580","en",,,,"Laser Weapon||DRDO",,,"Army for laser-based weapons on its futuristic tanks",,"Article",
"992b80c1-5a57-4f7e-b382-57a0ae0715a7","108/2","Shukla, Ajai","2021-04-07T08:50:16Z","2016-12-08T10:50:21Z","2021-04-07T08:50:16Z","2016-12-08T10:50:21Z","2010-04-14",,"Made available in DSpace on 2016-12-08T10:50:21Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 83281c2ad3b2d6cb0324534da11511b8 (MD5)
bs14AprAjai.pdf: 119117 bytes, checksum: eb4ea92d1c9f462d3b10fa2bf447c77e (MD5)
  Previous issue date: 2010-04-14||Made available in DSpace on 2021-04-07T08:50:16Z (GMT). No. of bitstreams: 2
bs14AprAjai.pdf: 119117 bytes, checksum: eb4ea92d1c9f462d3b10fa2bf447c77e (MD5)
license.txt: 1831 bytes, checksum: 83281c2ad3b2d6cb0324534da11511b8 (MD5)
  Previous issue date: 2010-04-14","Business Standard, New Delhi, 14 April 2010",,,"http://localhost:8080/xmlui/handle/108/84549","en",,,,"DRDO||Arjun Tank||CVRDE",,,"Army to purchase more Arjun Tanks",,"Article",
"9aeda12e-a46f-4b54-b6b8-d6a967074cc4","108/2","Express service","2021-04-07T08:51:42Z","2017-03-07T04:49:10Z","2021-04-07T08:51:42Z","2017-03-07T04:49:10Z","2017-02-12",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-03-07T04:49:10Z
No. of bitstreams: 1
India's own interceptor0001.pdf: 549649 bytes, checksum: fd11b248903ece6ad6256ba94a13c01e (MD5)||Made available in DSpace on 2017-03-07T04:49:10Z (GMT). No. of bitstreams: 1
India's own interceptor0001.pdf: 549649 bytes, checksum: fd11b248903ece6ad6256ba94a13c01e (MD5)
  Previous issue date: 2017-02-12||Made available in DSpace on 2021-04-07T08:51:42Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
India's own interceptor0001.pdf: 549649 bytes, checksum: fd11b248903ece6ad6256ba94a13c01e (MD5)
  Previous issue date: 2017-02-12",,,"The Indian Express, 12 February 2017","http://localhost:8080/xmlui/handle/108/148937",,,,,,"Interceptor Missile||Missile Test",,,"India's own interceptor missile soars high",,
"9cf33ae9-f833-4333-9a37-f647540389a6","108/2","DLJ","2021-04-07T08:50:34Z","2019-09-03T03:51:14Z","2021-04-07T08:50:34Z","2019-09-03T03:51:14Z","2019-08-30",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2019-09-03T03:51:14Z
No. of bitstreams: 1
index.html: 1018 bytes, checksum: d09a78cd205f15bb322b4dd0dab7af36 (MD5)||Made available in DSpace on 2019-09-03T03:51:14Z (GMT). No. of bitstreams: 1
index.html: 1018 bytes, checksum: d09a78cd205f15bb322b4dd0dab7af36 (MD5)
  Previous issue date: 2019-08-30||Made available in DSpace on 2021-04-07T08:50:34Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
index.html: 1018 bytes, checksum: d09a78cd205f15bb322b4dd0dab7af36 (MD5)
  Previous issue date: 2019-08-30",,,,"http://localhost:8080/xmlui/handle/108/155846",,,,"DLJ",,"Neeraj Kumar Agrahari",,,"Induction Course For STA 'B'",,"Other"
"9d986a76-7b71-4057-9a41-181e9193b155","108/2","Shukla, Ajai","2021-04-07T08:49:36Z","2016-12-08T10:50:28Z","2021-04-07T08:49:36Z","2016-12-08T10:50:28Z","2014-11",,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: f9a57b36f8c0f02f3d041ccc6dfc4a90 (MD5)
artillery gun.pdf: 67218 bytes, checksum: 2e190aee7dea35922a25d26d1b9fd12d (MD5)
  Previous issue date: 2014-11||Made available in DSpace on 2021-04-07T08:49:36Z (GMT). No. of bitstreams: 2
artillery gun.pdf: 67218 bytes, checksum: 2e190aee7dea35922a25d26d1b9fd12d (MD5)
license.txt: 1831 bytes, checksum: f9a57b36f8c0f02f3d041ccc6dfc4a90 (MD5)
  Previous issue date: 2014-11",,"Business Standard, 23 Nov 2014",,"http://localhost:8080/xmlui/handle/108/84613",,,,,"Artillery Gun||Artillery gun procurement||Defence Acquistion Council||ATAG programme",,,"Parrikar starts artillery procurement; no sanction for buying more Pilatus trainers",,,
"9e7c6b2e-e759-411a-b2c0-31376569ee07","108/2","Shukla, Ajai","2021-04-07T08:50:24Z","2016-12-08T10:50:19Z","2021-04-07T08:50:24Z","2016-12-08T10:50:19Z","2015",,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: f3580268c77ef9a949c5f1396ff541ee (MD5)
DIGITAL SOLDIER.pdf: 64556 bytes, checksum: ef9870549a7a34caa68e3611a16466d0 (MD5)
  Previous issue date: 2015||Made available in DSpace on 2021-04-07T08:50:24Z (GMT). No. of bitstreams: 2
DIGITAL SOLDIER.pdf: 64556 bytes, checksum: ef9870549a7a34caa68e3611a16466d0 (MD5)
license.txt: 1831 bytes, checksum: f3580268c77ef9a949c5f1396ff541ee (MD5)
  Previous issue date: 2015",,"The Business Standard, 12 February 2015",,"http://localhost:8080/xmlui/handle/108/84541","en",,,,"Defence Mordnisation||Defence Industry||Battlefield Management System||BMS||Make Indian",,,"L&T and BEL consortia set to get Rs 40,000 crore project to develop “digital soldier""",,"Article",
