id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.publisher[en_US],dc.subject[],dc.title[],dc.title[en_US]
"0232dc16-8834-4167-9ee5-2e7765fa4405","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Wear Failures","2021-05-11T09:15:25Z","2016-12-06T04:03:57Z","2021-05-11T09:15:25Z","2016-12-06T04:03:57Z","2010","Made available in DSpace on 2016-12-06T04:03:57Z (GMT). No. of bitstreams: 1
asmhba0003572.pdf: 1132922 bytes, checksum: 8fff02d86d45a8e6ad7063c1c4e551a9 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:25Z (GMT). No. of bitstreams: 1
asmhba0003572.pdf: 1132922 bytes, checksum: 8fff02d86d45a8e6ad7063c1c4e551a9 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33221",,"ASM HB Volume 11||Wear Failures","Wear Failures of Reinforced Polymers",
"76daccb5-3fb9-4986-8d2d-30c3c8318440","108/22","ASM HB Volume 5 : Surface Engineering : Plating and Electroplating","2021-05-11T09:15:27Z","2016-12-06T04:05:58Z","2021-05-11T09:15:27Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0001266.pdf: 501685 bytes, checksum: f187707119c68606b78f174ea7cb3acc (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:27Z (GMT). No. of bitstreams: 1
asmhba0001266.pdf: 501685 bytes, checksum: f187707119c68606b78f174ea7cb3acc (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34886",,"ASM HB Volume 5||Plating and Electroplating","Electroless Gold Plating",
"735b51f5-ae9b-4aec-9018-3a83ff457893","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallography and Microstructures of Nonferrous Alloys","2021-05-11T09:15:28Z","2016-12-06T04:05:57Z","2021-05-11T09:15:28Z","2016-12-06T04:05:57Z","2010","Made available in DSpace on 2016-12-06T04:05:57Z (GMT). No. of bitstreams: 1
asmhba0003774.pdf: 1543910 bytes, checksum: 493cb5306ee26e7a5d20cda6d50e22d7 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:28Z (GMT). No. of bitstreams: 1
asmhba0003774.pdf: 1543910 bytes, checksum: 493cb5306ee26e7a5d20cda6d50e22d7 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34862",,"ASM HB Volume 9||Metallography and Microstructures of Nonferrous Alloys","Metallography and Microstructures of Magnesium and Its Alloys",
"dd3b3d97-509f-4e6c-9a75-bb773ebfd89d","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallurgy and Microstructure","2021-05-11T09:15:29Z","2016-12-06T04:05:56Z","2021-05-11T09:15:29Z","2016-12-06T04:05:56Z","2010","Made available in DSpace on 2016-12-06T04:05:56Z (GMT). No. of bitstreams: 1
asmhba0003736.pdf: 1186217 bytes, checksum: c6b2be6ca0b94910dcd1433ee1789d49 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:29Z (GMT). No. of bitstreams: 1
asmhba0003736.pdf: 1186217 bytes, checksum: c6b2be6ca0b94910dcd1433ee1789d49 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34851",,"ASM HB Volume 9||Metallurgy and Microstructure","Martensitic Structures",
"3cc6d947-c893-4db6-b56a-e8584734ec53","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallurgy and Microstructure","2021-05-11T09:15:31Z","2016-12-06T04:05:58Z","2021-05-11T09:15:31Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0003721.pdf: 294728 bytes, checksum: 182b6b0bd31c1eb0543532f4eec2c64d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:31Z (GMT). No. of bitstreams: 1
asmhba0003721.pdf: 294728 bytes, checksum: 182b6b0bd31c1eb0543532f4eec2c64d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34883",,"ASM HB Volume 9||Metallurgy and Microstructure","Introduction to Structures in Metals",
"c4408893-2dd8-446e-b2ed-dc22a68eec83","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallography and Microstructures of Nonferrous Alloys","2021-05-11T09:15:32Z","2016-12-06T04:05:56Z","2021-05-11T09:15:32Z","2016-12-06T04:05:56Z","2010","Made available in DSpace on 2016-12-06T04:05:56Z (GMT). No. of bitstreams: 1
asmhba0003776.pdf: 1865207 bytes, checksum: e063e4fac68b6ef9ad9b78fe976dd68e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:32Z (GMT). No. of bitstreams: 1
asmhba0003776.pdf: 1865207 bytes, checksum: e063e4fac68b6ef9ad9b78fe976dd68e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34857",,"ASM HB Volume 9||Metallography and Microstructures of Nonferrous Alloys","Metallography and Microstructures of Precious Metals and Precious Metal Alloys",
"e7b28cdb-76c5-4e13-ba8e-9899080192d7","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallographic Techniques","2021-05-11T09:15:33Z","2016-12-06T04:05:57Z","2021-05-11T09:15:33Z","2016-12-06T04:05:57Z","2010","Made available in DSpace on 2016-12-06T04:05:57Z (GMT). No. of bitstreams: 1
asmhba0003803.pdf: 1031781 bytes, checksum: 18465505b739a9efb73194ba93bb0157 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:33Z (GMT). No. of bitstreams: 1
asmhba0003803.pdf: 1031781 bytes, checksum: 18465505b739a9efb73194ba93bb0157 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34867",,"ASM HB Volume 9||Metallographic Techniques","Metallography of Archaeological Alloys",
"afd5519f-c6f2-407d-9fb2-34853fe7d544","108/22","ASM HB Volume 9 : Metallography and Microstructures : Laboratory Safety","2021-05-11T09:15:35Z","2016-12-06T04:05:58Z","2021-05-11T09:15:35Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0003798.pdf: 165354 bytes, checksum: a744d25961f092bceb4ae44260ca6aea (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:35Z (GMT). No. of bitstreams: 1
asmhba0003798.pdf: 165354 bytes, checksum: a744d25961f092bceb4ae44260ca6aea (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34880",,"ASM HB Volume 9||Laboratory Safety","Laboratory Safety in Metallography",
"07f13c2c-9d4d-4f9b-ba33-b08db7eb8d8a","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallographic Techniques","2021-05-11T09:15:36Z","2016-12-06T04:05:57Z","2021-05-11T09:15:36Z","2016-12-06T04:05:57Z","2010","Made available in DSpace on 2016-12-06T04:05:57Z (GMT). No. of bitstreams: 1
asmhba0003757.pdf: 3072017 bytes, checksum: 2809ad998ac5cde5765f02335e85275a (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:36Z (GMT). No. of bitstreams: 1
asmhba0003757.pdf: 3072017 bytes, checksum: 2809ad998ac5cde5765f02335e85275a (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34872",,"ASM HB Volume 9||Metallographic Techniques","Digital Imaging",
"65d07028-210b-4669-ae94-88a8df7024ab","108/22","ASM HB Volume 14B : Metalworking: Sheet Forming : Forming Processes for Sheet, Strip, and Plate","2021-05-11T09:15:37Z","2016-12-06T04:05:58Z","2021-05-11T09:15:37Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0005124.pdf: 1203701 bytes, checksum: 6d7b582a533ae08078276666a791e5b9 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:37Z (GMT). No. of bitstreams: 1
asmhba0005124.pdf: 1203701 bytes, checksum: 6d7b582a533ae08078276666a791e5b9 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34876",,"ASM HB Volume 14B||Forming Processes for Sheet, Strip, and Plate","Rubber-Pad Forming and Hydroforming",
"e37588d3-1eb0-4cc6-8c8a-454cf442e434","108/22","ASM HB Volume 20 : Materials Selection and Design : Manufacturing Aspects of Design","2021-05-11T09:15:38Z","2016-12-06T04:05:59Z","2021-05-11T09:15:38Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0002492.pdf: 1451219 bytes, checksum: 47e789c71be325c9f05ce6d937981f19 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:38Z (GMT). No. of bitstreams: 1
asmhba0002492.pdf: 1451219 bytes, checksum: 47e789c71be325c9f05ce6d937981f19 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34900",,"ASM HB Volume 20||Manufacturing Aspects of Design","Design for Composite Manufacture",
"3d8974b9-a981-415f-b53d-8d4dcdab6590","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Fracture","2021-05-11T09:15:40Z","2016-12-06T04:03:57Z","2021-05-11T09:15:40Z","2016-12-06T04:03:57Z","2010","Made available in DSpace on 2016-12-06T04:03:57Z (GMT). No. of bitstreams: 1
asmhba0003543.pdf: 1404487 bytes, checksum: 872422e66b61d7c6317c46c258064dbf (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:40Z (GMT). No. of bitstreams: 1
asmhba0003543.pdf: 1404487 bytes, checksum: 872422e66b61d7c6317c46c258064dbf (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33222",,"ASM HB Volume 11||Fracture","Overload Failures",
"ed771dc8-2ced-4e66-ab9a-ac277c23eea3","108/22","ASM HB Volume 5 : Surface Engineering : Plating and Electroplating","2021-05-11T09:15:41Z","2016-12-06T04:05:59Z","2021-05-11T09:15:41Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0001256.pdf: 474889 bytes, checksum: 7e6b2a405a0b1d6a0b3fbc88bbc95cfd (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:41Z (GMT). No. of bitstreams: 1
asmhba0001256.pdf: 474889 bytes, checksum: 7e6b2a405a0b1d6a0b3fbc88bbc95cfd (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34894",,"ASM HB Volume 5||Plating and Electroplating","Tin Alloy Plating",
"87d399c3-5d8b-44c8-a0ec-8a017fc5deb6","108/22","ASM HB Volume 5 : Surface Engineering : Surface Engineering of Nonferrous Metals","2021-05-11T09:15:42Z","2016-12-06T04:05:57Z","2021-05-11T09:15:42Z","2016-12-06T04:05:57Z","2010","Made available in DSpace on 2016-12-06T04:05:57Z (GMT). No. of bitstreams: 1
asmhba0001313.pdf: 705631 bytes, checksum: ef1666d034ab68ae533c715f08db5720 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:42Z (GMT). No. of bitstreams: 1
asmhba0001313.pdf: 705631 bytes, checksum: ef1666d034ab68ae533c715f08db5720 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34863",,"ASM HB Volume 5||Surface Engineering of Nonferrous Metals","Surface Engineering of Refractory Metals and Alloys",
"9e072b29-0970-4f9c-b700-359bc1e2a520","108/22","ASM HB Volume 5 : Surface Engineering : Surface Cleaning","2021-05-11T09:15:44Z","2016-12-06T04:05:59Z","2021-05-11T09:15:44Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0001227.pdf: 521876 bytes, checksum: 0b579f0759175133a49f6ac59e6bc66f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:44Z (GMT). No. of bitstreams: 1
asmhba0001227.pdf: 521876 bytes, checksum: 0b579f0759175133a49f6ac59e6bc66f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34889",,"ASM HB Volume 5||Surface Cleaning","Acid Cleaning",
"8948eacf-8674-4714-bd7f-31b4bab4571a","108/22","ASM HB Volume 5 : Surface Engineering : Plating and Electroplating","2021-05-11T09:15:45Z","2016-12-06T04:05:57Z","2021-05-11T09:15:45Z","2016-12-06T04:05:57Z","2010","Made available in DSpace on 2016-12-06T04:05:57Z (GMT). No. of bitstreams: 1
asmhba0001250.pdf: 366152 bytes, checksum: 00324899b0ed93690b4a970cc44bc1b2 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:45Z (GMT). No. of bitstreams: 1
asmhba0001250.pdf: 366152 bytes, checksum: 00324899b0ed93690b4a970cc44bc1b2 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34868",,"ASM HB Volume 5||Plating and Electroplating","Tin Plating",
"c53c3532-6a69-4e12-b072-943b30563853","108/22","ASM HB Volume 14B : Metalworking: Sheet Forming : Sheet Forming of Specific Metals","2021-05-11T09:15:46Z","2016-12-06T04:05:58Z","2021-05-11T09:15:46Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0005163.pdf: 629404 bytes, checksum: a563e453035ab61385eff35f824148b3 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:46Z (GMT). No. of bitstreams: 1
asmhba0005163.pdf: 629404 bytes, checksum: a563e453035ab61385eff35f824148b3 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34887",,"ASM HB Volume 14B||Sheet Forming of Specific Metals","Forming of Advanced High-Strength Steels",
"4656b05b-21f8-48a7-bc68-c459442e1533","108/22","ASM HB Volume 9 : Metallography and Microstructures : Supplementary Information","2021-05-11T09:15:48Z","2016-12-06T04:05:58Z","2021-05-11T09:15:48Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0003801.pdf: 60266 bytes, checksum: 1a5642116a4addf4bb8248362d0b11a4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:48Z (GMT). No. of bitstreams: 1
asmhba0003801.pdf: 60266 bytes, checksum: 1a5642116a4addf4bb8248362d0b11a4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34877",,"ASM HB Volume 9||Supplementary Information","Metric Conversion Guide",
"c4c632b2-16f5-43bd-ab3f-7587be44fde7","108/22","ASM HB Volume 5 : Surface Engineering : Surface Cleaning","2021-05-11T09:15:49Z","2016-12-06T04:05:58Z","2021-05-11T09:15:49Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0001226.pdf: 489049 bytes, checksum: c0cbe36459be0da61013a0e733113275 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:49Z (GMT). No. of bitstreams: 1
asmhba0001226.pdf: 489049 bytes, checksum: c0cbe36459be0da61013a0e733113275 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34873",,"ASM HB Volume 5||Surface Cleaning","Ultrasonic Cleaning",
"1d84896d-b527-411d-ad19-6580a94b5cc2","108/22","ASM HB Volume 5 : Surface Engineering : Dip, Barrier, and Chemical Conversion Coatings","2021-05-11T09:15:50Z","2016-12-06T04:05:58Z","2021-05-11T09:15:50Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0001277.pdf: 1525490 bytes, checksum: d001ba8b2af694f6362a52f9220ebea4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:50Z (GMT). No. of bitstreams: 1
asmhba0001277.pdf: 1525490 bytes, checksum: d001ba8b2af694f6362a52f9220ebea4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34884",,"ASM HB Volume 5||Dip, Barrier, and Chemical Conversion Coatings","Painting",
"4cc418cc-b1ef-4a8d-8250-907b1eb40b7c","108/22","ASM HB Volume 14B : Metalworking: Sheet Forming : Blanking and Piercing","2021-05-11T09:15:52Z","2016-12-06T04:06:00Z","2021-05-11T09:15:52Z","2016-12-06T04:06:00Z","2010","Made available in DSpace on 2016-12-06T04:06:00Z (GMT). No. of bitstreams: 1
asmhba0005119.pdf: 718492 bytes, checksum: 51289c3c3af4282d48033e3769f2135f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:52Z (GMT). No. of bitstreams: 1
asmhba0005119.pdf: 718492 bytes, checksum: 51289c3c3af4282d48033e3769f2135f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34909",,"ASM HB Volume 14B||Blanking and Piercing","Blanking and Piercing of Electrical Steel Sheet",
"6b43634c-82b5-4488-9439-671d29bfd85c","108/22","ASM HB Volume 5 : Surface Engineering : Plating and Electroplating","2021-05-11T09:15:53Z","2016-12-06T04:05:59Z","2021-05-11T09:15:53Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0001265.pdf: 1148845 bytes, checksum: f755fb9a1349422c62fbb33d2ae4407d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:53Z (GMT). No. of bitstreams: 1
asmhba0001265.pdf: 1148845 bytes, checksum: f755fb9a1349422c62fbb33d2ae4407d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34892",,"ASM HB Volume 5||Plating and Electroplating","Electroless Copper Plating",
"347f2502-1392-474b-bb3f-16f9ebf4daf5","108/22","ASM HB Volume 16 : Machining : Cutting Tool Materials","2021-05-11T09:15:54Z","2016-12-06T04:03:57Z","2021-05-11T09:15:54Z","2016-12-06T04:03:57Z","2010","Made available in DSpace on 2016-12-06T04:03:57Z (GMT). No. of bitstreams: 1
asmhba0002122.pdf: 1068980 bytes, checksum: 2f17203a6034cdaeeb9515dfa4a27e7e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:54Z (GMT). No. of bitstreams: 1
asmhba0002122.pdf: 1068980 bytes, checksum: 2f17203a6034cdaeeb9515dfa4a27e7e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33223",,"ASM HB Volume 16||Cutting Tool Materials","P/M High-Speed Tool Steels",
"a3dece4a-9b9c-4a13-8aa3-4939ebff4ffc","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallography and Microstructures of Ceramics, Composite-Metal forms, and Specia","2021-05-11T09:15:55Z","2016-12-06T04:05:59Z","2021-05-11T09:15:55Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0003788.pdf: 1326934 bytes, checksum: f6552a451117aba6fce301ec24621008 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:55Z (GMT). No. of bitstreams: 1
asmhba0003788.pdf: 1326934 bytes, checksum: f6552a451117aba6fce301ec24621008 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34897",,"ASM HB Volume 9||Metallography and Microstructures of Ceramics, Composite-Metal forms, and Specia","Microstructure and Domain Imaging of Magnetic Materials",
"e34360c2-48fc-49c8-9cb0-2f462a8a3018","108/22","ASM HB Volume 5 : Surface Engineering : Plating and Electroplating","2021-05-11T09:15:57Z","2016-12-06T04:05:58Z","2021-05-11T09:15:57Z","2016-12-06T04:05:58Z","2010","Made available in DSpace on 2016-12-06T04:05:58Z (GMT). No. of bitstreams: 1
asmhba0001260.pdf: 562093 bytes, checksum: b7170ebea94e4c285caa74a42630bd14 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:57Z (GMT). No. of bitstreams: 1
asmhba0001260.pdf: 562093 bytes, checksum: b7170ebea94e4c285caa74a42630bd14 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34881",,"ASM HB Volume 5||Plating and Electroplating","Multiple-Layer Alloy Plating",
"9cf198c3-d4db-4f3f-81bb-422f86b7dfa5","108/22","ASM HB Volume 5 : Surface Engineering : Surface Engineering of Nonferrous Metals","2021-05-11T09:15:58Z","2016-12-06T04:05:59Z","2021-05-11T09:15:58Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0001314.pdf: 647494 bytes, checksum: bbe984eb884bfc9062311b5d0566bb5c (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:58Z (GMT). No. of bitstreams: 1
asmhba0001314.pdf: 647494 bytes, checksum: bbe984eb884bfc9062311b5d0566bb5c (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34902",,"ASM HB Volume 5||Surface Engineering of Nonferrous Metals","Surface Engineering of Nickel and Nickel Alloys",
"163548e9-38a9-43db-a5d0-384cc44a9878","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallographic Techniques","2021-05-11T09:15:59Z","2016-12-06T04:05:59Z","2021-05-11T09:15:59Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0003750.pdf: 989421 bytes, checksum: 604b5ff95984e6ea9b8beb8b07228f95 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:15:59Z (GMT). No. of bitstreams: 1
asmhba0003750.pdf: 989421 bytes, checksum: 604b5ff95984e6ea9b8beb8b07228f95 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34890",,"ASM HB Volume 9||Metallographic Techniques","Macroetching",
"04fbcf4c-a79c-4ff2-97d2-d8e946919516","108/22","ASM HB Volume 20 : Materials Selection and Design : Manufacturing Aspects of Design","2021-05-11T09:16:00Z","2016-12-06T04:05:59Z","2021-05-11T09:16:00Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0002494.pdf: 1361726 bytes, checksum: 628f9727b4c5717d3fa21d06c3019619 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:00Z (GMT). No. of bitstreams: 1
asmhba0002494.pdf: 1361726 bytes, checksum: 628f9727b4c5717d3fa21d06c3019619 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34895",,"ASM HB Volume 20||Manufacturing Aspects of Design","Design for Surface Finishing",
"93f50adc-7592-4ca0-8d31-1cd35147a580","108/22","ASM HB Volume 5 : Surface Engineering : Surface Cleaning","2021-05-11T09:16:02Z","2016-12-06T04:06:00Z","2021-05-11T09:16:02Z","2016-12-06T04:06:00Z","2010","Made available in DSpace on 2016-12-06T04:06:00Z (GMT). No. of bitstreams: 1
asmhba0001225.pdf: 497475 bytes, checksum: f5917f91eaf5642c1f350512107e8a4a (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:02Z (GMT). No. of bitstreams: 1
asmhba0001225.pdf: 497475 bytes, checksum: f5917f91eaf5642c1f350512107e8a4a (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34904",,"ASM HB Volume 5||Surface Cleaning","Molten Salt Bath Cleaning",
"cf70ff8e-a689-4ba3-a753-4a5ce7463ef3","108/22","ASM HB Volume 5 : Surface Engineering : Plating and Electroplating","2021-05-11T09:16:03Z","2016-12-06T04:05:59Z","2021-05-11T09:16:03Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0001247.pdf: 790580 bytes, checksum: 2142e45617db93f11bc0a1f4e5d8b17f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:03Z (GMT). No. of bitstreams: 1
asmhba0001247.pdf: 790580 bytes, checksum: 2142e45617db93f11bc0a1f4e5d8b17f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34899",,"ASM HB Volume 5||Plating and Electroplating","Cadmium Plating",
"de1d9888-c8d6-4ae7-8757-81b92f585a98","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallography and Microstructures of Ferrous Alloys","2021-05-11T09:16:04Z","2016-12-06T04:05:59Z","2021-05-11T09:16:04Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0003761.pdf: 1766204 bytes, checksum: a7b0fa62cb5d08d1fbb8b0c34563addf (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:04Z (GMT). No. of bitstreams: 1
asmhba0003761.pdf: 1766204 bytes, checksum: a7b0fa62cb5d08d1fbb8b0c34563addf (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34893",,"ASM HB Volume 9||Metallography and Microstructures of Ferrous Alloys","Metallography and Microstructures of Low-Carbon and Coated Steels",
"2184f07a-78c9-42f7-9036-604af276e3c8","108/22","ASM HB Volume 9 : Metallography and Microstructures : Metallography and Microstructures of Ferrous Alloys","2021-05-11T09:16:05Z","2016-12-06T04:05:59Z","2021-05-11T09:16:05Z","2016-12-06T04:05:59Z","2010","Made available in DSpace on 2016-12-06T04:05:59Z (GMT). No. of bitstreams: 1
asmhba0003766.pdf: 3479655 bytes, checksum: a1b0b5f99d5233d9ed2c4e56c11fa75e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:05Z (GMT). No. of bitstreams: 1
asmhba0003766.pdf: 3479655 bytes, checksum: a1b0b5f99d5233d9ed2c4e56c11fa75e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34901",,"ASM HB Volume 9||Metallography and Microstructures of Ferrous Alloys","Metallographic Techniques for Tool Steels",
"8805f306-753e-4d89-97b6-83b9148ee0fb","108/22","ASM HB Volume 5 : Surface Engineering : Vacuum and Controlled-Atmosphere Coating and Surface Modification Processes","2021-05-11T09:16:07Z","2016-12-06T04:06:00Z","2021-05-11T09:16:07Z","2016-12-06T04:06:00Z","2010","Made available in DSpace on 2016-12-06T04:06:00Z (GMT). No. of bitstreams: 1
asmhba0001288.pdf: 1094103 bytes, checksum: 44d2ac8b4f36d20478abcb583f132015 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:07Z (GMT). No. of bitstreams: 1
asmhba0001288.pdf: 1094103 bytes, checksum: 44d2ac8b4f36d20478abcb583f132015 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34906",,"ASM HB Volume 5||Vacuum and Controlled-Atmosphere Coating and Surface Modification Processes","Sputter Deposition",
"b7bee4c7-18c8-41a5-8d09-7051afc7907a","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Wear Failures","2021-05-11T09:16:08Z","2016-12-06T04:03:57Z","2021-05-11T09:16:08Z","2016-12-06T04:03:57Z","2010","Made available in DSpace on 2016-12-06T04:03:57Z (GMT). No. of bitstreams: 1
asmhba0003564.pdf: 374351 bytes, checksum: 9bbef78c909af0ca6796dbff39dcf69d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:16:08Z (GMT). No. of bitstreams: 1
asmhba0003564.pdf: 374351 bytes, checksum: 9bbef78c909af0ca6796dbff39dcf69d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33224",,"ASM HB Volume 11||Wear Failures","Rolling Contact Fatigue of Ceramics",
